,watch-title,y,watch-view-count,watch-time-text,content_watch-info-tag-list,watch7-headline,watch7-user-header,watch8-sentiment-actions,og:image,og:image:width,og:image:height,og:description,og:video:width,og:video:height,og:video:tag,channel_link_0,probability_liking_video
1172,DATA SCIENCE BOOTCAMPS: GOOD OR BAD?,,41.440 visualizações,Publicado em 21 de fev. de 2019,Entretenimento,DATA SCIENCE BOOTCAMPS: GOOD OR BAD?,"Python Programmer













Carregando...
    







        Cancelar inscrição de Python Programmer?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição133 mil 











Carregando...
    









Carregando...
    













        Processando...","41.440 visualizações







1.172

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1.173


40

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



41",https://i.ytimg.com/vi/zLSpuOWwmvE/maxresdefault.jpg,1280.0,720.0,My opinion on Data Science Bootcamps. Free book for Statistical Learning (One of the best I have found) Introduction to Statistical Learning http://www-bcf.u...,1280.0,720.0,BOOTCAMPS,/channel/UC68KSmHePPePCjW4v57VPQg,0.03
570,#kaggle #DataScience Machine Learning MicroCourse Part 7 on Kaggle,,393 visualizações,Publicado em 26 de jul. de 2019,Educação,#kaggle #DataScience Machine Learning MicroCourse Part 7 on Kaggle,"danny iskandar













Carregando...
    







        Cancelar inscrição de danny iskandar?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição1,27 mil 











Carregando...
    









Carregando...
    













        Processando...","393 visualizações







14

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



15


1

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2",https://i.ytimg.com/vi/U-ahlu_Nxa0/maxresdefault.jpg,1280.0,720.0,Deep Dive into Machine Learning MicroCourse Part 7 on Kaggle Exercise: Machine Learning Competitions Learn how to submit your dataset for Kaggle Competition ...,1280.0,720.0,home price prediction,/channel/UCRgTSWwZJn8AqkOmWuqD0wA,0.108
903,Kaggle Elo Merchant Category Recommendation EDA,,279 visualizações,Transmitido ao vivo em 6 de dez. de 2018,Ciência e tecnologia,Kaggle Elo Merchant Category Recommendation EDA,"Ryan Chesler













Carregando...
    







        Cancelar inscrição de Ryan Chesler?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição1,16 mil 











Carregando...
    









Carregando...
    













        Processando...","279 visualizações







2

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



3


1

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2",https://i.ytimg.com/vi/kzh_XMBc7eI/hqdefault.jpg,480.0,360.0,Starting to work on the Kaggle Elo Merchant Category Recommendation and wanted to share the journey.,1280.0,720.0,,/channel/UCyte7e0lLMQW3s4Oox-7rQQ,0.076
739,Complete Machine Learning Fundamentals in less than 5 minutes,,1.946 visualizações,Publicado em 22 de jul. de 2018,Ciência e tecnologia,Complete Machine Learning Fundamentals in less than 5 minutes,"Rakesh Naga Chinta













Carregando...
    







        Cancelar inscrição de Rakesh Naga Chinta?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição 











Carregando...
    









Carregando...
    













        Processando...","1.946 visualizações







29

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



30


5

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



6",https://i.ytimg.com/vi/cVyRds9GF0w/maxresdefault.jpg,1280.0,720.0,"I am Rakesh Naga Chinta, a Data science + Business, entrepreneurship student at the University of Michigan. I create videos about tech, business, entrepreneu...",1280.0,720.0,artificial intelligence,/channel/UCo5DZgCa5n6Hzc0tIX_Ot7w,0.167
907,Coding Challenge #147: Chrome Dinosaur Game (with Speech Commands machine learning model!),,109.592 visualizações,Publicado em 18 de jun. de 2019,Educação,Coding Challenge #147: Chrome Dinosaur Game (with Speech Commands machine learning model!),"The Coding Train














Carregando...
    







        Cancelar inscrição de The Coding Train?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição930 mil 











Carregando...
    









Carregando...
    













        Processando...","109.592 visualizações







3.196

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



3.197


45

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



46",https://i.ytimg.com/vi/l0HoJHc-63Q/maxresdefault.jpg,1280.0,720.0,"In this challenge, I attempt to make my own version of Google's Dinosaur Game (T-Rex run!) with a unique twist -- controlling the dinosaur (unicorn, in this ...",1280.0,720.0,speech commands,/channel/UCvjgXvBlbQiydffZU7m1_aw,0.176
1000,Kaggle Solution for Titanic competition (Deep explanation) - Python based solution,,21 visualizações,Publicado em 13 de out. de 2019,Educação,Kaggle Solution for Titanic competition (Deep explanation) - Python based solution,"Manula Udugahapattuwa













Carregando...
    







        Cancelar inscrição de Manula Udugahapattuwa?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição2 











Carregando...
    









Carregando...
    













        Processando...","21 visualizações







1

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/qBrFnxCXC6c/hqdefault.jpg,480.0,360.0,This explanation goes through thorough data visualizations and data per-processing in order to provide a solution for the TITANIC competition available in Ka...,1280.0,720.0,python,/channel/UCzr_QYwmGfXMkY2xOj7wPsQ,0.239
776,Kaggle Live Coding: Implementing Text Cluster Visualizations | Kaggle,,1.603 visualizações,Transmitido ao vivo em 30 de ago. de 2019,Ciência e tecnologia,Kaggle Live Coding: Implementing Text Cluster Visualizations | Kaggle,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","1.603 visualizações







41

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



42


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/esX3RuAhgFE/hqdefault.jpg,480.0,360.0,This week we'll be implementing some text cluster visualization methods based on the visualization and summarization research we looked at a couple weeks ago...,1280.0,720.0,reading group,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.067
1098,Como é ser data scientist no Nubank,,48.035 visualizações,Publicado em 16 de jan. de 2019,Ciência e tecnologia,"#machinelearning #datascience



    Como é ser data scientist no Nubank","Nubank














Carregando...
    







        Cancelar inscrição de Nubank?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição457 mil 











Carregando...
    









Carregando...
    













        Processando...","48.035 visualizações







2.908

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2.909


27

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



28",https://i.ytimg.com/vi/umq9kCJFavw/maxresdefault.jpg,1280.0,720.0,"Um dos grandes diferencias do Nubank é que todas as nossas decisões de negócio e produtos são tomadas a partir de dados. Para fazer com isso seja possível, c...",1280.0,720.0,trabalhar nubank,/channel/UCgsDX3hTwiPdtGHJjMFfDxg,0.021
716,Why Deep Learning Now? | AI Revolution Documentary,,301.145 visualizações,Publicado em 30 de out. de 2018,Collab Asia Music e 1 associações de direitos musicais,Why Deep Learning Now? | AI Revolution Documentary,"ColdFusion














Carregando...
    







        Cancelar inscrição de ColdFusion?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição2,08 mi 











Carregando...
    









Carregando...
    













        Processando...","301.145 visualizações







12.528

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



12.529


180

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



181",https://i.ytimg.com/vi/b3IyDNB_ciI/maxresdefault.jpg,1280.0,720.0,Learn more: https://developer.movidius.com/ https://software.intel.com/en-us/ai-academy https://www.youtube.com/user/intelswnetwork Subscribe here: https://g...,1280.0,720.0,Tesla,/channel/UC4QZ_LsYcvcq7qOsOhpAX4A,0.09
944,IoT and Machine Learning - Changing the Future | Dr. Dennis Ong | TEDxOhioStateUniversity,,22.365 visualizações,Publicado em 10 de abr. de 2018,Sem fins lucrativos/ativismo,IoT and Machine Learning - Changing the Future | Dr. Dennis Ong | TEDxOhioStateUniversity,"TEDx Talks














Carregando...
    







        Cancelar inscrição de TEDx Talks?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição21,9 mi 











Carregando...
    









Carregando...
    













        Processando...","22.365 visualizações







266

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



267


9

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



10",https://i.ytimg.com/vi/mlE03Fj2T9s/maxresdefault.jpg,1280.0,720.0,"Dr. Dennis Ong is a Technology Evangelist. Dr. Ong is Distinguished Architect and Managing Principal at Verizon. Previously, he served as Chief Architect and...",1280.0,720.0,Transportation,/channel/UCsT0YIqwnpJCM-mx7-gSA4Q,0.078
1165,Kaggle Reading Group: Bidirectional Encoder Representations from Transformers (aka BERT) (Part 2),,1.797 visualizações,Transmitido ao vivo em 23 de jan. de 2019,Ciência e tecnologia,Kaggle Reading Group: Bidirectional Encoder Representations from Transformers (aka BERT) (Part 2),"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","1.797 visualizações







44

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



45


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/yqwnehmB9uQ/maxresdefault.jpg,1280.0,720.0,"Join Kaggle Data Scientist Rachael as she reads through an NLP paper! Today's paper is ""BERT: Pre-training of Deep Bidirectional Transformers for Language Un...",1280.0,720.0,CS,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.025
766,Kaggle Live-Coding: Mapping the Data Science Package Ecosystem | Kaggle,,688 visualizações,Transmitido ao vivo em 2 de nov. de 2018,Ciência e tecnologia,Kaggle Live-Coding: Mapping the Data Science Package Ecosystem | Kaggle,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","688 visualizações







11

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



12


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/eNKXJwIOsnc/maxresdefault.jpg,1280.0,720.0,Join Kaggle data scientist Rachael live as she works on data science projects! See all previous livestreams here: https://www.youtube.com/watch?v=JK9sOIUOysk...,1280.0,720.0,CS,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.118
668,What is Deep Learning? (The Pattern Machine part 1),,17.793 visualizações,Publicado em 17 de mai. de 2019,Educação,What is Deep Learning? (The Pattern Machine part 1),"Art of the Problem













Carregando...
    







        Cancelar inscrição de Art of the Problem?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição62,6 mil 











Carregando...
    









Carregando...
    













        Processando...","17.793 visualizações







781

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



782


6

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



7",https://i.ytimg.com/vi/YulgDAaHBKw/hqdefault.jpg,480.0,360.0,Introduces the key ideas behind Deep Learning (machine learning + distributed representations). Part 1 of a series on AI. Part 2 is here: https://www.youtube...,1280.0,720.0,neural networks,/channel/UCotwjyJnb-4KW7bmsOoLfkg,0.072
797,"Google ""Machine Learning Fairness"" Whistleblower Goes Public, says: ""burden lifted off of my soul""",,660.801 visualizações,Publicado em 14 de ago. de 2019,Notícias e política,"Google ""Machine Learning Fairness"" Whistleblower Goes Public, says: ""burden lifted off of my soul""","Project Veritas













Carregando...
    







        Cancelar inscrição de Project Veritas?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição432 mil 











Carregando...
    









Carregando...
    













        Processando...","660.801 visualizações







54.837

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



54.838


1.529

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1.530",https://i.ytimg.com/vi/g1VeElBAeas/maxresdefault.jpg,1280.0,720.0,A Google insider who anonymously leaked internal documents to Project Veritas made the decision to go public in an on-the-record video interview. The insider...,1280.0,720.0,leak,/channel/UCL9PlYkRD3Q-RZca6CCnPKw,0.109
